post_id,text,comment_time
1725725,"Хахолы(мазепово племя) странные люди: молятся на европейцев, работают на евреев, умирают за американцев и за всё это ненавидят русских...
 В.В. Жириновский",1673203209
1725725,Короч готовятся отступать и боятся новостей а-ля Буча,1673203221
1725725,"Это враньё. Вы идете воевать в чужой стране убиваете мирное население это всё военные преступления, не надо прикрываться женами и детьми.",1673203225
1725725,"После Бучи и других провокациях путинской армии, больше не верю, что украинцы сами же на своей земле могут что-то такое делать",1673203268
1725725,Очередной жуткий бред пропаганды🤦‍♂,1673203404
1725725,Провокации? Уже одно наше нападение 24 февраля на Украину дискредитировало нашу страну и нашу армию больше некуда,1673203421
1717597,это как??? в декабре же подняли??? и обещали до 2024 не поднимать???,1672385243
1717597,а говорили Европа будет мёрзнуть без нашего газа и страдать. а в итоге без штанов из-за повышения коммуналки сами останемся похоже,1672385247
1717597,"Да хватит уже издеваться над людьми, как человек на мрот пожет это все оплатить",1672385298
1717597,Жирует путинская кодла,1672385319
1717597,Что вы заныли инфляция 12 а повысят всего на 9 за вас государство 3% покроет ☝🏻,1672385415
1717597,,1672385446
1717597,Первоисточник можно?,1672385579
1717597,это как??? в декабре же подняли??? и обещали до 2024 не поднимать???,1672385243
1717597,а говорили Европа будет мёрзнуть без нашего газа и страдать. а в итоге без штанов из-за повышения коммуналки сами останемся похоже,1672385247
1717597,"Да хватит уже издеваться над людьми, как человек на мрот пожет это все оплатить",1672385298
1717597,Жирует путинская кодла,1672385319
1717597,Что вы заныли инфляция 12 а повысят всего на 9 за вас государство 3% покроет ☝🏻,1672385415
1717597,,1672385446
1717597,Первоисточник можно?,1672385579
1717597,это как??? в декабре же подняли??? и обещали до 2024 не поднимать???,1672385243
1717597,а говорили Европа будет мёрзнуть без нашего газа и страдать. а в итоге без штанов из-за повышения коммуналки сами останемся похоже,1672385247
1717597,"Да хватит уже издеваться над людьми, как человек на мрот пожет это все оплатить",1672385298
1717597,Жирует путинская кодла,1672385319
1717597,Что вы заныли инфляция 12 а повысят всего на 9 за вас государство 3% покроет ☝🏻,1672385415
1717597,,1672385446
1717597,Первоисточник можно?,1672385579
1716288,,1672306900
1716288,Сразу можно будет купить яхту,1672306917
1716288,"Имортозамещенные параллельным импортом, запчасти",1672306936
1716288,Странный выбор,1672307302
1716288,урааааааааааааааааааааааааааааааааа😒,1672307345
1716078,,1672301247
1716078,"Это просто жесть, инфляция просто космических масштабов…",1672301365
1716078,"За последние 2 года, цены на всё поднялись в 2 раз.",1672305250
1716078,"В нашей стране лучше никогда и ничего не планировать , постоянно то кризисы, то обвалы.",1672305826
1716078,"Мне интересно, а откуда они такую скромную цифру брали",1672305852
1716078,Странно всё это рассчитывается...,1672320703
1713746,"Китайский рубль вас ждет, но это даже и не деньги будут",1672207222
1713746,Диагноз известен,1672207228
1713746,Гойда!,1672207253
1713746,,1672207493
1713313,Только вот клиенты теперь куда менее диверсифицированы — Китай скоро нам диктовать будет,1672164344
1713313,"Ээээй , про народ , эээй про народ опять забыли 😵Наладить больше производства у себя (НЕ у СВОИХ) , иии Китай ........ ОАЭ сами подтянутся.",1672166726
1713313,"ничего не понял, одно понятно, жить лучше мы не станем!",1672167879
1713313,Хороший ход 🌌.....,1672168300
1713313,"Пока нашей страной руководят ЭТИ ДЕ@ИЛЫ , никакого роста нашей экономики, как и превращения рубля в одну из резервных валют, не произойдёт!!!

Это только безмозглые путиноцефалы искренне верят, что их лидер поднял экономику страны.

Ну, на то они и безмозглые путиноцефалы.",1672175162
1713313,когда доллар будет 60 коп тогда может быть что то наладится а так рф нашла себе еще тех кто будет диктовать условия .....,1672179849
1713313,70 лет коммунизм строили.Так и не построили.30 лет с колен вставали.Так и не встали🤦‍♀️,1672180729
1713313,,1672202077
1713313,"Ложь. Вывод капитала из России только по официальным данным 243 миллиардов долларов в 2022 году, а сколько капитала ушло по теме не возврата экспортной выручки, вообще не говорят. Россию грабят как любую Африканскую колонию. Курс рубля с 52 до 70 в 2022 году, то есть инфляция 36 процентов только по курсу плюс инфляция самого доллара 10 процентов минимум, то есть в России инфляция в итоге 46 процентов за 2022 год, как в любой колониальной стране. Рассказывать сказки и разворовывать страну - традиционная информационная политика для колониальных стран.",1672206956
1713313,Если людям не платить профицит будет ещё больше. Тогда заживём.,1672208043
1712494,чушь какая то. продукты самые базовые на 30-40% подорожали в этом году,1672144985
1712494,"Время покажет! Пока не думается мне, что инфляция будет ниже 10",1672145040
1712494,судя по тарифам жкх инфляция будет гораздо больше🤔,1672145561
1712494,Да там одни фокусники самый главный Вова,1672145697
1712494,"Вице премьер Андрей Белоусов сделал ответственное заявление,по прогнозу инфляции в 2023году.Правительство РФ,всё посчитывает заранее,держит руку на пульсе российской экономики,хорошо справляются в санкционной войне от Запада.Россия под прессингом санкций,продолжает развитие с новыми технологиями,с цифровизацией, робототехникой,с импортозамещением.Работа Правительства РФ и премьера Михаила Мишустина,хорошая, эффективная.Поздравляем Правительство РФ,высококлассных специалистов,с Наступающим Новым Годом.Всё получится у Правительства РФ в 2023 году.",1672145945
1712494,"Наверно нарисуют нужную, инфляция она же разная, есть например продовольственная 😁",1672149821
1712494,чушь какая то. продукты самые базовые на 30-40% подорожали в этом году,1672144985
1712494,"Время покажет! Пока не думается мне, что инфляция будет ниже 10",1672145040
1712494,судя по тарифам жкх инфляция будет гораздо больше🤔,1672145561
1712494,Да там одни фокусники самый главный Вова,1672145697
1712494,"Вице премьер Андрей Белоусов сделал ответственное заявление,по прогнозу инфляции в 2023году.Правительство РФ,всё посчитывает заранее,держит руку на пульсе российской экономики,хорошо справляются в санкционной войне от Запада.Россия под прессингом санкций,продолжает развитие с новыми технологиями,с цифровизацией, робототехникой,с импортозамещением.Работа Правительства РФ и премьера Михаила Мишустина,хорошая, эффективная.Поздравляем Правительство РФ,высококлассных специалистов,с Наступающим Новым Годом.Всё получится у Правительства РФ в 2023 году.",1672145945
1712494,"Наверно нарисуют нужную, инфляция она же разная, есть например продовольственная 😁",1672149821
1711881,"Силуанов, а ты почему не говоришь, как твое Хyило и ты вывезли все наворованно золото у россиян, своим хозяевам",1672130994
1711881,Читаю эти сказки уже 20 лет,1672131034
1711881,"Но зато к концу года разгонится так, что будет не удержать.",1672131075
1711881,"Прожить бы эти полгода при путинской ""стабильности""",1672131255
1711881,"Нет экономики, нет людей, нет инфляции !!! Ложь основа режима",1672131267
1711881,,1672131307
1711881,УО Силуанов есть Вольф Мессинг 2022? 🤣🤣,1672132886
1711881,ЭТО ЧТО Б ПЕНСИЮ НЕ ПОДНИМАТЬ?,1672134879
1705012,т.е. пожизненно кормить за счёт всех граждан🤫,1671784446
1705012,пытаются всех неугодных по тюрьмам попрятать,1671784495
1705012,Еще один закон по которому будут закрывать всех кто им не нравится,1671784504
1705012,"а когда за госизмену начнут привлекать депутатов, которые заграницами накупили элитной недвижимости и отправили туда жить свои семьи?",1671784536
1705012,В итоге по этому закону будут всех критиков Путина и спецоперации в тюрьму бросать. Вот вам и новый 37. Хотели повторить? Повторили. Да не совсем то что думали.,1671784679
1705012,Весь совет педерации под него и подпадает,1671784712
1705012,Потом будет большая люстрация🤷‍♀️,1671784769
1705012,"Только момент в том, что пост вк могут признать диверсией",1671784810
1705012,"Очередной закон чтоб сажать надолго тех, кто протсо не нравится",1671784844
1705012,Искажение фактов об уровне инфляции считается диверсией?,1671785233
1702224,"если б это ещё как-то на жизни россиян сказывалось. у нас хоть падает курс, хоть опускается, цены всё равно идут вверх. единственная стабильность",1671690341
1702224,"Как раз приняли закон о диверсиях. Разрушение рубля от 52 до 71 рублей это диверсия в 36,54 % инфляции, обесценение сбережений населения, пенсионных денег, вкладов, фактически обнищание большинства граждан. Такая диверсия точно во вред гражданам и ее должны расследовать силовики и правоохранители.  Такие диверсии самые разрушительные и виновные обязаны понести ответственность.",1671690713
1696594,Законно,1671442091
1696594,И половины нет от стоимости ëршика из дворца Геленджика,1671442101
1696594,"ммм, вот это деньжища, что с ними делать?",1671442118
1696594,,1671442141
1696594,"ручка, которой он подписал, больше стоит",1671442148
1696594,"предлагаю этот МРОТ платить депутатам Госдумы. чтобы поближе к народу были. пусть научат нас как на такие копейки выжить можно. а то им видите ли полмиллиона в месяц мало, хотя повышения",1671442225
1696594,для депутатов,1671442243
1696594,"депутатам мрот в 500,000 будет",1671442252
1696594,Ух заживём теперь с 16к мрота то,1671442258
1692947,"забавно оказалось, всякие шизы хейтили Набиулину и восхваляли министерство обороны, а в итоге в экономическом секторе при условии бесконечного количества санкций санкций мы держимся",1671194904
1692947,"Экономисты вообще вытягивают, пока все остальные только трясут ракетами и сокращают популяцию изо всех сил.",1671195065
1692947,"Они в магазины не ходят, у них всегда инфляция нпочти на нуле",1671195195
1692947,"... вчера ""энаприл"" за пачку - 20 рублей ...
сегодня - ""энаприл"" за пачку - 50 рублей ...
... ЭТО чудОоооо о чЁЁЁЁЁЁмммм ????...",1671195201
1692947,"До конца ГОДА - ОСТАЛОСЬ 2-е НЕДЕЛИ, а ЭТО УМНОЕ СУЩЕСТВО - О БЛИЖАЙШИХ МЕСЯЦАХ! // Очередной рывок стабильности ЗАМЕДЛЕНИЯ!🤣🤣🤣🤣",1671195307
1692947,"набиуллина не на зарплату живет и в магазины не ходит? надо понимать, за счет чего она может замедлиться - стоимость услуг падает. а цены на продукты расту сумасшедше - все 30 проц",1671195507
1692947,Да давно надо понять что им верить нельзя только сажать и на долго,1671195694
1692947,"То есть всё дорожает, а у них снижается.... Это они про телероссию, где сами живут?",1671195888
1692947,Это чтоб пенсию не индексировать?,1671196454
1692947,"Предлагаем сразу же после Нового года провести аудит всей работы этой гнилой системы  за последнее 20 лет.
И заранее им всей  вертикалью планировать свою жизнь без управленческих работ.
Мы -народ хотели б сравнивать их работу с другими.
Последние годы ответственные страны нагло начали воровать пункты из предвыборной программы Брынцалова.
Именно но показывал что то ниже пояса,что мы испытываем сегодня.
У Путина была другая программа, без войны и 200 %безопасностью. 
Сегодня нет элементарного уважения к человеческому существу и человечеству в целом.
Противном случае, просьба Брынцалову  командовать своей программой ниже пояса самому,не делегировать другим,хотя б нам не будет обидно.Обещал уровень ниже пояса вот пожалйста, этот уровень визуализировался ...",1671196543
